1.000000000000000000e+00 8.953525543212891014e-02
2.000000000000000000e+00 1.180513167381286588e-01
3.000000000000000000e+00 1.425599002838134899e-01
4.000000000000000000e+00 1.690366792678832941e-01
5.000000000000000000e+00 1.955811071395874012e-01
6.000000000000000000e+00 2.224646306037902921e-01
7.000000000000000000e+00 2.486175203323364169e-01
8.000000000000000000e+00 2.747863483428955034e-01
9.000000000000000000e+00 3.013438844680786377e-01
1.000000000000000000e+01 3.274398326873779186e-01
1.100000000000000000e+01 3.617232942581176669e-01
1.200000000000000000e+01 3.935497999191284180e-01
1.300000000000000000e+01 4.206721138954162553e-01
1.400000000000000000e+01 4.349592900276184060e-01
1.500000000000000000e+01 4.704259991645812766e-01
1.600000000000000000e+01 4.901584172248840132e-01
1.700000000000000000e+01 5.167975163459778143e-01
1.800000000000000000e+01 5.439749407768249556e-01
1.900000000000000000e+01 5.703214788436890004e-01
2.000000000000000000e+01 6.038827490806579767e-01
2.100000000000000000e+01 6.249880027770996493e-01
2.200000000000000000e+01 6.493945813179016202e-01
2.300000000000000000e+01 6.799144482612610174e-01
2.400000000000000000e+01 7.065258860588073953e-01
2.500000000000000000e+01 7.280779623985290661e-01
2.600000000000000000e+01 7.574271893501282049e-01
2.700000000000000000e+01 7.862136721611022727e-01
2.800000000000000000e+01 8.160733938217162864e-01
2.900000000000000000e+01 8.346892595291137695e-01
3.000000000000000000e+01 8.621234989166259854e-01
3.100000000000000000e+01 8.932905745506286577e-01
3.200000000000000000e+01 9.222196364402770463e-01
3.300000000000000000e+01 9.484404087066650169e-01
3.400000000000000000e+01 1.002160072326660156e+00
3.500000000000000000e+01 1.009856059551238916e+00
3.600000000000000000e+01 1.023508951663971045e+00
3.700000000000000000e+01 1.053133561611175439e+00
3.800000000000000000e+01 1.082864387035369802e+00
3.900000000000000000e+01 1.127446794509887606e+00
4.000000000000000000e+01 1.153586659431457440e+00
4.100000000000000000e+01 1.156188375949859681e+00
4.200000000000000000e+01 1.176108908653259233e+00
4.300000000000000000e+01 1.191328778266906641e+00
4.400000000000000000e+01 1.222785909175872820e+00
4.500000000000000000e+01 1.255132434368133598e+00
4.600000000000000000e+01 1.322163715362548730e+00
4.700000000000000000e+01 1.325830795764923131e+00
4.800000000000000000e+01 1.348713030815124503e+00
4.900000000000000000e+01 1.393117306232452446e+00
