1.000000000000000000e+00 3.557205200195312500e-04
2.000000000000000000e+00 5.624294281005859375e-04
4.000000000000000000e+00 7.786750793457031250e-04
8.000000000000000000e+00 1.214504241943359375e-03
1.600000000000000000e+01 2.057075500488281250e-03
3.200000000000000000e+01 3.536701202392578125e-03
6.400000000000000000e+01 1.998400688171386719e-02
1.280000000000000000e+02 1.355648040771484375e-02
2.560000000000000000e+02 2.674651145935058594e-02
5.120000000000000000e+02 5.415368080139160156e-02
1.024000000000000000e+03 1.101515293121337891e-01
2.048000000000000000e+03 2.254798412322998047e-01
4.096000000000000000e+03 4.612357616424560547e-01
8.192000000000000000e+03 9.699118137359619141e-01
1.638400000000000000e+04 1.976973533630371094e+00
3.276800000000000000e+04 4.218302249908447266e+00
6.553600000000000000e+04 8.854695320129394531e+00
