1.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+00 0.000000000000000000e+00
4.000000000000000000e+00 4.440892098500626162e-16
8.000000000000000000e+00 5.099029805944281790e-01
1.600000000000000000e+01 3.334151734141446610e+00
3.200000000000000000e+01 8.457741275680589865e+00
6.400000000000000000e+01 2.836848459935958999e+01
1.280000000000000000e+02 7.358867553198973610e+01
2.560000000000000000e+02 1.923692397670268974e+02
5.120000000000000000e+02 4.691274086751407140e+02
1.024000000000000000e+03 1.104629366295598629e+03
2.048000000000000000e+03 2.470859162785262015e+03
4.096000000000000000e+03 5.535314075946742378e+03
8.192000000000000000e+03 1.210395741776327486e+04
1.638400000000000000e+04 2.618421987973651267e+04
3.276800000000000000e+04 5.556133308082091389e+04
6.553600000000000000e+04 1.190122152350927354e+05
