0.000000000000000000e+00 9.999938028692714198e-01
3.333333333333333287e-02 8.762639953988626829e-01
6.666666666666666574e-02 8.348321535558375084e-01
1.000000000000000056e-01 8.035470939981401717e-01
1.333333333333333315e-01 7.776868069679572226e-01
1.666666666666666574e-01 7.552603272184218453e-01
2.000000000000000111e-01 7.340819023085070061e-01
2.333333333333333370e-01 7.145090197900468842e-01
2.666666666666666630e-01 6.948882796168737164e-01
2.999999999999999889e-01 6.757898165734562701e-01
